example_id,condition,layer,gold_answer,gold_first_token,gold_token_id,gold_logit,gold_rank,is_top1,top1_token,top1_logit
sci_012,cell_D,17,Fe,Fe,5721,5.1641,203,0,thous,9.8594
sci_012,cell_D,18,Fe,Fe,5721,6.5938,27,0,atoms,9.0
sci_012,cell_D,19,Fe,Fe,5721,7.2109,9,0,atomic,8.8203
sci_012,cell_D,20,Fe,Fe,5721,9.2812,1,0,iron,10.0312
sci_012,cell_D,21,Fe,Fe,5721,10.1719,1,0,iron,10.5469
sci_012,cell_D,22,Fe,Fe,5721,11.0,1,0,iron,11.1094
sci_012,cell_D,23,Fe,Fe,5721,11.5859,0,1,Fe,11.5859
sci_012,cell_D,24,Fe,Fe,5721,12.1562,0,1,Fe,12.1562
sci_012,cell_D,25,Fe,Fe,5721,13.3594,0,1,Fe,13.3594
sci_012,cell_D,26,Fe,Fe,5721,12.4141,0,1,Fe,12.4141
sci_012,cell_D,27,Fe,Fe,5721,11.5312,0,1,Fe,11.5312
sci_012,cell_D,28,Fe,Fe,5721,12.0078,0,1,Fe,12.0078
sci_012,cell_D,29,Fe,Fe,5721,11.8516,0,1,Fe,11.8516
sci_012,cell_D,30,Fe,Fe,5721,13.2969,0,1,Fe,13.2969
sci_012,cell_D,31,Fe,Fe,5721,16.3125,0,1,Fe,16.3125
sci_016,cell_B,0,visible light,visible,7985,-1.5508,38738,0,amsbsy,13.0078
sci_016,cell_B,1,visible light,visible,7985,-2.7109,44998,0,phis,10.8672
sci_016,cell_B,2,visible light,visible,7985,-2.4297,44150,0,,10.6875
sci_016,cell_B,3,visible light,visible,7985,-2.3496,43706,0,,10.5781
sci_016,cell_B,4,visible light,visible,7985,-2.6777,45275,0,Syrac,9.8828
sci_016,cell_B,5,visible light,visible,7985,-0.7061,32211,0,doct,10.7266
sci_016,cell_B,6,visible light,visible,7985,-0.5498,30718,0,Syrac,10.6719
sci_016,cell_B,7,visible light,visible,7985,-0.4099,29455,0,doct,10.1406
sci_016,cell_B,8,visible light,visible,7985,0.3193,21845,0,CLUDING,8.4766
sci_016,cell_B,9,visible light,visible,7985,1.9736,7930,0,gree,8.5781
sci_016,cell_B,10,visible light,visible,7985,2.7012,4064,0,laug,9.6016
sci_016,cell_B,11,visible light,visible,7985,1.1934,13707,0,laug,10.5234
sci_016,cell_B,12,visible light,visible,7985,0.5874,19173,0,CLUDING,10.6406
sci_016,cell_B,13,visible light,visible,7985,1.5869,9999,0,CLUDING,10.0312
sci_016,cell_B,14,visible light,visible,7985,2.7578,3573,0,advertis,9.1719
sci_016,cell_B,15,visible light,visible,7985,2.8242,3284,0,orche,9.5938
sci_016,cell_B,16,visible light,visible,7985,3.873,825,0,orche,10.0312
sci_016,cell_B,17,visible light,visible,7985,7.9922,13,0,wavelengths,11.6328
sci_016,cell_B,18,visible light,visible,7985,8.8984,8,0,wavelengths,12.2266
sci_016,cell_B,19,visible light,visible,7985,9.0156,6,0,ultraviolet,12.0156
sci_016,cell_B,20,visible light,visible,7985,9.7891,2,0,ultraviolet,11.6797
sci_016,cell_B,21,visible light,visible,7985,9.8281,2,0,ultraviolet,11.7266
sci_016,cell_B,22,visible light,visible,7985,9.625,1,0,ultraviolet,10.8281
sci_016,cell_B,23,visible light,visible,7985,10.1094,1,0,ultraviolet,10.7969
sci_016,cell_B,24,visible light,visible,7985,10.4922,2,0,ultraviolet,11.7031
sci_016,cell_B,25,visible light,visible,7985,10.8672,2,0,ultraviolet,11.7109
sci_016,cell_B,26,visible light,visible,7985,11.2188,2,0,ultraviolet,11.875
sci_016,cell_B,27,visible light,visible,7985,11.3672,1,0,ultraviolet,11.5859
sci_016,cell_B,28,visible light,visible,7985,11.7734,2,0,UV,12.0625
sci_016,cell_B,29,visible light,visible,7985,11.4219,0,1,visible,11.4219
sci_016,cell_B,30,visible light,visible,7985,12.1875,2,0,ultraviolet,12.6562
sci_016,cell_B,31,visible light,visible,7985,12.3359,5,0,Ult,15.2266
sci_016,cell_D,0,visible light,visible,7985,-2.4102,43048,0,amsbsy,12.1328
sci_016,cell_D,1,visible light,visible,7985,-2.9492,45494,0,amssymb,12.3047
sci_016,cell_D,2,visible light,visible,7985,-2.3613,43523,0,amssymb,11.5625
sci_016,cell_D,3,visible light,visible,7985,-2.8008,45333,0,ibase,11.2734
sci_016,cell_D,4,visible light,visible,7985,-1.9961,41817,0,tml,11.1328
sci_016,cell_D,5,visible light,visible,7985,-1.4424,38449,0,answ,11.1719
sci_016,cell_D,6,visible light,visible,7985,-1.0742,35617,0,answ,10.5156
sci_016,cell_D,7,visible light,visible,7985,-1.0215,35529,0,PLIED,10.8516
sci_016,cell_D,8,visible light,visible,7985,0.8633,15847,0,PLIED,10.6094
sci_016,cell_D,9,visible light,visible,7985,1.8535,8061,0,PLIED,10.2188
sci_016,cell_D,10,visible light,visible,7985,0.7275,17440,0,PLIED,11.4922
sci_016,cell_D,11,visible light,visible,7985,-0.5049,30062,0,PLIED,10.4375
sci_016,cell_D,12,visible light,visible,7985,-0.5098,30226,0,CLUDING,10.0078
sci_016,cell_D,13,visible light,visible,7985,1.9404,7246,0,laug,9.6875
sci_016,cell_D,14,visible light,visible,7985,2.8242,3144,0,laug,10.6719
sci_016,cell_D,15,visible light,visible,7985,2.9141,2947,0,advertis,10.2578
sci_016,cell_D,16,visible light,visible,7985,5.3242,118,0,thous,9.3672
sci_016,cell_D,17,visible light,visible,7985,11.75,0,1,visible,11.75
sci_016,cell_D,18,visible light,visible,7985,12.4766,0,1,visible,12.4766
sci_016,cell_D,19,visible light,visible,7985,12.2891,0,1,visible,12.2891
sci_016,cell_D,20,visible light,visible,7985,12.2266,0,1,visible,12.2266
sci_016,cell_D,21,visible light,visible,7985,13.4062,0,1,visible,13.4062
sci_016,cell_D,22,visible light,visible,7985,12.7578,0,1,visible,12.7578
sci_016,cell_D,23,visible light,visible,7985,12.7891,0,1,visible,12.7891
sci_016,cell_D,24,visible light,visible,7985,13.0234,0,1,visible,13.0234
sci_016,cell_D,25,visible light,visible,7985,13.9609,0,1,visible,13.9609
sci_016,cell_D,26,visible light,visible,7985,13.8359,0,1,visible,13.8359
sci_016,cell_D,27,visible light,visible,7985,13.9062,0,1,visible,13.9062
sci_016,cell_D,28,visible light,visible,7985,14.4141,0,1,visible,14.4141
sci_016,cell_D,29,visible light,visible,7985,13.9375,0,1,visible,13.9375
sci_016,cell_D,30,visible light,visible,7985,15.0938,0,1,visible,15.0938
sci_016,cell_D,31,visible light,visible,7985,17.1094,0,1,visible,17.1094
sci_017,cell_B,0,1538 degrees Celsius,15,1458,-1.2275,36577,0,amsbsy,13.0
sci_017,cell_B,1,1538 degrees Celsius,15,1458,-1.2246,36430,0,phis,10.5781
sci_017,cell_B,2,1538 degrees Celsius,15,1458,-2.1289,42647,0,,10.4766
sci_017,cell_B,3,1538 degrees Celsius,15,1458,-2.3242,43646,0,,10.3125
sci_017,cell_B,4,1538 degrees Celsius,15,1458,-1.6816,40153,0,advertis,9.5078
sci_017,cell_B,5,1538 degrees Celsius,15,1458,-1.7734,40899,0,doct,9.7031
sci_017,cell_B,6,1538 degrees Celsius,15,1458,-2.3281,43865,0,Syrac,9.9609
sci_017,cell_B,7,1538 degrees Celsius,15,1458,-1.0898,36052,0,doct,9.5938
sci_017,cell_B,8,1538 degrees Celsius,15,1458,-2.1621,43814,0,CLUDING,8.8438
sci_017,cell_B,9,1538 degrees Celsius,15,1458,-2.7773,46296,0,HECK,9.4297
sci_017,cell_B,10,1538 degrees Celsius,15,1458,-1.6221,40339,0,laug,9.1641
sci_017,cell_B,11,1538 degrees Celsius,15,1458,-1.7227,40811,0,laug,10.2812
sci_017,cell_B,12,1538 degrees Celsius,15,1458,-0.6885,32056,0,HECK,10.0156
sci_017,cell_B,13,1538 degrees Celsius,15,1458,0.5771,19036,0,advertis,9.6875
sci_017,cell_B,14,1538 degrees Celsius,15,1458,1.2686,12433,0,CURI,11.25
sci_017,cell_B,15,1538 degrees Celsius,15,1458,2.1289,6142,0,CURI,10.5312
sci_017,cell_B,16,1538 degrees Celsius,15,1458,4.7734,235,0,CURI,9.9844
sci_017,cell_B,17,1538 degrees Celsius,15,1458,10.2109,0,1,15,10.2109
sci_017,cell_B,18,1538 degrees Celsius,15,1458,11.2109,0,1,15,11.2109
sci_017,cell_B,19,1538 degrees Celsius,15,1458,10.8516,0,1,15,10.8516
sci_017,cell_B,20,1538 degrees Celsius,15,1458,10.9219,0,1,15,10.9219
sci_017,cell_B,21,1538 degrees Celsius,15,1458,10.8906,0,1,15,10.8906
sci_017,cell_B,22,1538 degrees Celsius,15,1458,10.7266,0,1,15,10.7266
sci_017,cell_B,23,1538 degrees Celsius,15,1458,10.8906,0,1,15,10.8906
sci_017,cell_B,24,1538 degrees Celsius,15,1458,10.5859,1,0,The,10.5938
sci_017,cell_B,25,1538 degrees Celsius,15,1458,11.1406,0,1,15,11.1406
sci_017,cell_B,26,1538 degrees Celsius,15,1458,10.8438,1,0,The,10.9922
sci_017,cell_B,27,1538 degrees Celsius,15,1458,10.4219,1,0,The,10.5547
sci_017,cell_B,28,1538 degrees Celsius,15,1458,10.5078,1,0,The,10.9375
sci_017,cell_B,29,1538 degrees Celsius,15,1458,10.375,1,0,The,10.8906
sci_017,cell_B,30,1538 degrees Celsius,15,1458,10.5078,4,0,Iron,11.2969
sci_017,cell_B,31,1538 degrees Celsius,15,1458,12.2188,5,0,Iron,14.3359
sci_017,cell_D,0,1538 degrees Celsius,15,1458,-1.7305,39624,0,,12.0938
sci_017,cell_D,1,1538 degrees Celsius,15,1458,-1.6934,39266,0,pril,12.2812
sci_017,cell_D,2,1538 degrees Celsius,15,1458,-0.5732,30739,0,pril,11.6641
sci_017,cell_D,3,1538 degrees Celsius,15,1458,-1.0703,34784,0,ibase,11.4688
sci_017,cell_D,4,1538 degrees Celsius,15,1458,-1.1172,35637,0,tml,11.1562
sci_017,cell_D,5,1538 degrees Celsius,15,1458,-2.0195,42496,0,answ,10.8203
sci_017,cell_D,6,1538 degrees Celsius,15,1458,-2.7168,46174,0,answ,10.1875
sci_017,cell_D,7,1538 degrees Celsius,15,1458,-0.9658,35155,0,PLIED,10.5859
sci_017,cell_D,8,1538 degrees Celsius,15,1458,-1.0928,36697,0,PLIED,10.5859
sci_017,cell_D,9,1538 degrees Celsius,15,1458,-0.9453,34869,0,PLIED,10.3438
sci_017,cell_D,10,1538 degrees Celsius,15,1458,-0.3435,28559,0,PLIED,10.2812
sci_017,cell_D,11,1538 degrees Celsius,15,1458,-0.1484,26444,0,PLIED,8.7578
sci_017,cell_D,12,1538 degrees Celsius,15,1458,-0.0396,25377,0,vess,9.0938
sci_017,cell_D,13,1538 degrees Celsius,15,1458,2.3125,4856,0,laug,10.2578
sci_017,cell_D,14,1538 degrees Celsius,15,1458,5.1914,170,0,CURI,12.0547
sci_017,cell_D,15,1538 degrees Celsius,15,1458,5.4102,116,0,CURI,11.2812
sci_017,cell_D,16,1538 degrees Celsius,15,1458,9.0,6,0,laug,10.0625
sci_017,cell_D,17,1538 degrees Celsius,15,1458,13.0625,0,1,15,13.0625
sci_017,cell_D,18,1538 degrees Celsius,15,1458,14.2578,0,1,15,14.2578
sci_017,cell_D,19,1538 degrees Celsius,15,1458,13.2266,0,1,15,13.2266
sci_017,cell_D,20,1538 degrees Celsius,15,1458,13.3281,0,1,15,13.3281
sci_017,cell_D,21,1538 degrees Celsius,15,1458,13.7734,0,1,15,13.7734
sci_017,cell_D,22,1538 degrees Celsius,15,1458,13.3203,0,1,15,13.3203
sci_017,cell_D,23,1538 degrees Celsius,15,1458,13.5469,0,1,15,13.5469
sci_017,cell_D,24,1538 degrees Celsius,15,1458,12.8125,0,1,15,12.8125
sci_017,cell_D,25,1538 degrees Celsius,15,1458,13.0,0,1,15,13.0
sci_017,cell_D,26,1538 degrees Celsius,15,1458,12.3125,0,1,15,12.3125
sci_017,cell_D,27,1538 degrees Celsius,15,1458,12.0938,0,1,15,12.0938
sci_017,cell_D,28,1538 degrees Celsius,15,1458,12.0703,0,1,15,12.0703
sci_017,cell_D,29,1538 degrees Celsius,15,1458,12.2266,0,1,15,12.2266
sci_017,cell_D,30,1538 degrees Celsius,15,1458,12.7188,0,1,15,12.7188
sci_017,cell_D,31,1538 degrees Celsius,15,1458,15.8281,0,1,15,15.8281
sci_023,cell_B,0,the Earth crust,the,253,-2.0312,41542,0,amsbsy,13.0625
sci_023,cell_B,1,the Earth crust,the,253,-2.5586,44363,0,bserver,10.7344
sci_023,cell_B,2,the Earth crust,the,253,-3.418,47674,0,,10.4297
sci_023,cell_B,3,the Earth crust,the,253,-3.2617,47258,0,,10.3047
sci_023,cell_B,4,the Earth crust,the,253,-4.6133,49647,0,fraid,9.5938
sci_023,cell_B,5,the Earth crust,the,253,-3.7422,48660,0,doct,9.8594
sci_023,cell_B,6,the Earth crust,the,253,-4.957,49859,0,Syrac,9.8984
sci_023,cell_B,7,the Earth crust,the,253,-4.1172,49310,0,doct,9.6016
sci_023,cell_B,8,the Earth crust,the,253,-3.5898,48642,0,CLUDING,8.8984
sci_023,cell_B,9,the Earth crust,the,253,-4.918,49933,0,HECK,9.5625
sci_023,cell_B,10,the Earth crust,the,253,-3.3984,48162,0,HECK,8.8906
sci_023,cell_B,11,the Earth crust,the,253,-3.8398,48902,0,HECK,10.2109
sci_023,cell_B,12,the Earth crust,the,253,-3.3711,48035,0,CLUDING,10.1328
sci_023,cell_B,13,the Earth crust,the,253,0.2827,22060,0,CLUDING,9.1094
sci_023,cell_B,14,the Earth crust,the,253,-0.5225,30405,0,vess,10.5625
sci_023,cell_B,15,the Earth crust,the,253,0.5454,19117,0,errnoErr,10.7891
sci_023,cell_B,16,the Earth crust,the,253,1.3682,11114,0,errnoErr,10.2969
sci_023,cell_B,17,the Earth crust,the,253,1.8643,7072,0,thous,10.125
sci_023,cell_B,18,the Earth crust,the,253,2.7246,2717,0,lines,10.1172
sci_023,cell_B,19,the Earth crust,the,253,3.5938,808,0,lines,9.2266
sci_023,cell_B,20,the Earth crust,the,253,5.7109,36,0,surface,8.7891
sci_023,cell_B,21,the Earth crust,the,253,6.7266,21,0,surface,9.2188
sci_023,cell_B,22,the Earth crust,the,253,8.5312,3,0,surface,9.4453
sci_023,cell_B,23,the Earth crust,the,253,9.2344,3,0,fault,10.2266
sci_023,cell_B,24,the Earth crust,the,253,9.5547,4,0,fault,10.2969
sci_023,cell_B,25,the Earth crust,the,253,10.5078,3,0,The,10.8594
sci_023,cell_B,26,the Earth crust,the,253,10.6016,3,0,fault,11.2266
sci_023,cell_B,27,the Earth crust,the,253,10.3828,4,0,fault,11.5625
sci_023,cell_B,28,the Earth crust,the,253,10.5625,4,0,fault,11.9375
sci_023,cell_B,29,the Earth crust,the,253,10.9844,3,0,fault,12.1641
sci_023,cell_B,30,the Earth crust,the,253,11.7656,2,0,fault,13.2344
sci_023,cell_B,31,the Earth crust,the,253,13.1562,4,0,fault,14.5703
sci_023,cell_D,0,the Earth crust,the,253,-2.582,43766,0,,12.0312
sci_023,cell_D,1,the Earth crust,the,253,-2.5977,44084,0,pril,12.2969
sci_023,cell_D,2,the Earth crust,the,253,-2.9727,46027,0,amssymb,11.5312
sci_023,cell_D,3,the Earth crust,the,253,-2.8984,45704,0,ibase,11.5703
sci_023,cell_D,4,the Earth crust,the,253,-1.6064,39361,0,phis,10.7031
sci_023,cell_D,5,the Earth crust,the,253,-3.3359,47863,0,answ,10.8516
sci_023,cell_D,6,the Earth crust,the,253,-3.2734,47842,0,PLIED,10.3594
sci_023,cell_D,7,the Earth crust,the,253,-2.9922,47612,0,PLIED,10.7969
sci_023,cell_D,8,the Earth crust,the,253,-2.2539,44896,0,PLIED,10.5781
sci_023,cell_D,9,the Earth crust,the,253,-3.4258,48744,0,PLIED,9.7109
sci_023,cell_D,10,the Earth crust,the,253,-3.6641,49053,0,PLIED,10.1797
sci_023,cell_D,11,the Earth crust,the,253,-3.3633,48326,0,PLIED,9.1562
sci_023,cell_D,12,the Earth crust,the,253,-2.4531,45356,0,vess,10.5234
sci_023,cell_D,13,the Earth crust,the,253,0.0195,24879,0,vess,10.2422
sci_023,cell_D,14,the Earth crust,the,253,-0.4883,30182,0,vess,11.7578
sci_023,cell_D,15,the Earth crust,the,253,0.6792,17855,0,thous,11.9688
sci_023,cell_D,16,the Earth crust,the,253,1.7031,8775,0,thous,12.0547
sci_023,cell_D,17,the Earth crust,the,253,3.707,1110,0,thous,11.6562
sci_023,cell_D,18,the Earth crust,the,253,5.3125,127,0,thous,10.9297
sci_023,cell_D,19,the Earth crust,the,253,6.2734,27,0,thous,9.8906
sci_023,cell_D,20,the Earth crust,the,253,8.5547,2,0,thous,9.0156
sci_023,cell_D,21,the Earth crust,the,253,9.375,1,0,cracks,9.4844
sci_023,cell_D,22,the Earth crust,the,253,11.3281,0,1,the,11.3281
sci_023,cell_D,23,the Earth crust,the,253,12.8047,0,1,the,12.8047
sci_023,cell_D,24,the Earth crust,the,253,13.1406,0,1,the,13.1406
sci_023,cell_D,25,the Earth crust,the,253,14.2109,0,1,the,14.2109
sci_023,cell_D,26,the Earth crust,the,253,14.4453,0,1,the,14.4453
sci_023,cell_D,27,the Earth crust,the,253,14.5,0,1,the,14.5
sci_023,cell_D,28,the Earth crust,the,253,15.1094,0,1,the,15.1094
sci_023,cell_D,29,the Earth crust,the,253,15.3359,0,1,the,15.3359
sci_023,cell_D,30,the Earth crust,the,253,15.7734,0,1,the,15.7734
sci_023,cell_D,31,the Earth crust,the,253,16.75,0,1,the,16.75
sci_026,cell_B,0,one,one,581,-1.1445,36000,0,amsbsy,12.8672
sci_026,cell_B,1,one,one,581,-1.2852,36915,0,phis,11.0234
sci_026,cell_B,2,one,one,581,-1.5098,38665,0,,10.4609
sci_026,cell_B,3,one,one,581,-2.0898,42318,0,bolds,10.3203
sci_026,cell_B,4,one,one,581,-2.2949,43650,0,doct,9.5703
sci_026,cell_B,5,one,one,581,0.3369,21841,0,doct,9.8828
sci_026,cell_B,6,one,one,581,-1.207,36671,0,Syrac,10.0781
sci_026,cell_B,7,one,one,581,0.0847,24390,0,doct,9.8906
sci_026,cell_B,8,one,one,581,-0.3472,28807,0,CLUDING,9.2969
sci_026,cell_B,9,one,one,581,-0.98,34907,0,HECK,9.3281
sci_026,cell_B,10,one,one,581,0.3218,21988,0,CLUDING,8.9531
sci_026,cell_B,11,one,one,581,0.6587,18598,0,CLUDING,9.9062
sci_026,cell_B,12,one,one,581,0.1521,23636,0,orche,10.1719
sci_026,cell_B,13,one,one,581,2.0098,6957,0,CLUDING,9.4141
sci_026,cell_B,14,one,one,581,3.1074,2464,0,answ,10.0625
sci_026,cell_B,15,one,one,581,4.5625,429,0,thous,10.2578
sci_026,cell_B,16,one,one,581,7.4062,41,0,thous,9.7422
sci_026,cell_B,17,one,one,581,8.9609,20,0,thous,10.7578
sci_026,cell_B,18,one,one,581,10.0312,3,0,none,10.5
sci_026,cell_B,19,one,one,581,10.3359,8,0,three,11.1016
sci_026,cell_B,20,one,one,581,11.8438,6,0,three,12.875
sci_026,cell_B,21,one,one,581,11.7578,7,0,three,13.0156
sci_026,cell_B,22,one,one,581,11.6406,8,0,2,12.8047
sci_026,cell_B,23,one,one,581,12.1719,8,0,two,13.1016
sci_026,cell_B,24,one,one,581,12.8438,7,0,2,13.5859
sci_026,cell_B,25,one,one,581,13.1797,7,0,2,14.1172
sci_026,cell_B,26,one,one,581,12.9609,7,0,2,14.0156
sci_026,cell_B,27,one,one,581,12.5703,7,0,,13.3906
sci_026,cell_B,28,one,one,581,12.8516,6,0,,13.7344
sci_026,cell_B,29,one,one,581,12.3672,6,0,4,13.2109
sci_026,cell_B,30,one,one,581,12.2578,10,0,2,13.1562
sci_026,cell_B,31,one,one,581,12.4453,24,0,Two,14.4766
sci_026,cell_D,0,one,one,581,-0.8452,33416,0,,12.1953
sci_026,cell_D,1,one,one,581,-0.9067,33667,0,pril,12.2266
sci_026,cell_D,2,one,one,581,-0.4062,29193,0,pril,11.7969
sci_026,cell_D,3,one,one,581,-1.1699,35564,0,ibase,11.8438
sci_026,cell_D,4,one,one,581,-1.6152,39395,0,tml,10.9844
sci_026,cell_D,5,one,one,581,-2.4141,44516,0,answ,10.6875
sci_026,cell_D,6,one,one,581,-2.8965,46738,0,answ,10.0
sci_026,cell_D,7,one,one,581,-1.3887,38866,0,PLIED,11.0547
sci_026,cell_D,8,one,one,581,-0.3125,28468,0,PLIED,10.8828
sci_026,cell_D,9,one,one,581,-1.498,39627,0,PLIED,10.3984
sci_026,cell_D,10,one,one,581,-2.0703,43822,0,PLIED,10.7891
sci_026,cell_D,11,one,one,581,-1.8633,42468,0,PLIED,9.0156
sci_026,cell_D,12,one,one,581,-2.3906,45437,0,vess,9.7031
sci_026,cell_D,13,one,one,581,-0.2061,27418,0,vess,10.1797
sci_026,cell_D,14,one,one,581,0.5366,19153,0,vess,10.3125
sci_026,cell_D,15,one,one,581,2.2324,5379,0,thous,10.3828
sci_026,cell_D,16,one,one,581,4.707,289,0,thous,9.8828
sci_026,cell_D,17,one,one,581,6.8789,42,0,thous,10.3906
sci_026,cell_D,18,one,one,581,8.6328,8,0,Earth,10.1016
sci_026,cell_D,19,one,one,581,8.9922,3,0,Earth,10.2031
sci_026,cell_D,20,one,one,581,11.0312,1,0,two,11.1875
sci_026,cell_D,21,one,one,581,11.7344,2,0,two,12.3281
sci_026,cell_D,22,one,one,581,11.75,3,0,two,12.5938
sci_026,cell_D,23,one,one,581,12.7031,2,0,two,13.2266
sci_026,cell_D,24,one,one,581,13.6719,0,1,one,13.6719
sci_026,cell_D,25,one,one,581,14.2812,0,1,one,14.2812
sci_026,cell_D,26,one,one,581,14.125,0,1,one,14.125
sci_026,cell_D,27,one,one,581,13.8281,0,1,one,13.8281
sci_026,cell_D,28,one,one,581,14.1797,0,1,one,14.1797
sci_026,cell_D,29,one,one,581,13.9922,0,1,one,13.9922
sci_026,cell_D,30,one,one,581,14.2969,0,1,one,14.2969
sci_026,cell_D,31,one,one,581,15.8516,0,1,one,15.8516
sci_028,cell_B,0,CO2,CO,6392,-0.0051,26056,0,amsbsy,12.9375
sci_028,cell_B,1,CO2,CO,6392,0.1649,24206,0,bserver,10.5312
sci_028,cell_B,2,CO2,CO,6392,-0.0928,26343,0,,10.5938
sci_028,cell_B,3,CO2,CO,6392,-0.5601,30657,0,brevi,10.3281
sci_028,cell_B,4,CO2,CO,6392,-0.3506,28775,0,doct,9.8203
sci_028,cell_B,5,CO2,CO,6392,-1.1025,35771,0,doct,10.3125
sci_028,cell_B,6,CO2,CO,6392,-1.457,38521,0,Syrac,10.1094
sci_028,cell_B,7,CO2,CO,6392,-0.9717,34999,0,doct,9.7422
sci_028,cell_B,8,CO2,CO,6392,-1.6143,40282,0,CLUDING,8.9609
sci_028,cell_B,9,CO2,CO,6392,-1.5186,38992,0,advertis,9.6719
sci_028,cell_B,10,CO2,CO,6392,-0.1174,26329,0,laug,9.4219
sci_028,cell_B,11,CO2,CO,6392,-0.3525,28546,0,laug,10.7891
sci_028,cell_B,12,CO2,CO,6392,-0.6821,31769,0,CLUDING,10.4922
sci_028,cell_B,13,CO2,CO,6392,-0.0105,25265,0,CLUDING,9.9922
sci_028,cell_B,14,CO2,CO,6392,-0.2368,27399,0,CURI,10.7188
sci_028,cell_B,15,CO2,CO,6392,0.1816,23019,0,CURI,10.25
sci_028,cell_B,16,CO2,CO,6392,3.1094,2300,0,CURI,10.0781
sci_028,cell_B,17,CO2,CO,6392,5.3242,160,0,CURI,10.4062
sci_028,cell_B,18,CO2,CO,6392,8.6641,5,0,molecules,9.6484
sci_028,cell_B,19,CO2,CO,6392,9.4453,1,0,carbon,9.4922
sci_028,cell_B,20,CO2,CO,6392,10.9141,0,1,CO,10.9141
sci_028,cell_B,21,CO2,CO,6392,11.4062,0,1,CO,11.4062
sci_028,cell_B,22,CO2,CO,6392,12.8516,0,1,CO,12.8516
sci_028,cell_B,23,CO2,CO,6392,13.0625,0,1,CO,13.0625
sci_028,cell_B,24,CO2,CO,6392,13.8984,0,1,CO,13.8984
sci_028,cell_B,25,CO2,CO,6392,12.9922,0,1,CO,12.9922
sci_028,cell_B,26,CO2,CO,6392,12.6016,0,1,CO,12.6016
sci_028,cell_B,27,CO2,CO,6392,11.875,0,1,CO,11.875
sci_028,cell_B,28,CO2,CO,6392,12.7344,0,1,CO,12.7344
sci_028,cell_B,29,CO2,CO,6392,12.6953,0,1,CO,12.6953
sci_028,cell_B,30,CO2,CO,6392,14.0,0,1,CO,14.0
sci_028,cell_B,31,CO2,CO,6392,15.2109,1,0,Carbon,15.5703
sci_028,cell_D,0,CO2,CO,6392,-0.7607,32796,0,,12.1953
sci_028,cell_D,1,CO2,CO,6392,-0.2046,27564,0,amssymb,12.2891
sci_028,cell_D,2,CO2,CO,6392,0.0211,25294,0,amssymb,11.5
sci_028,cell_D,3,CO2,CO,6392,0.751,18344,0,ibase,11.2891
sci_028,cell_D,4,CO2,CO,6392,1.0488,15495,0,tml,10.75
sci_028,cell_D,5,CO2,CO,6392,0.6553,18683,0,answ,11.1953
sci_028,cell_D,6,CO2,CO,6392,0.0844,24206,0,answ,10.2422
sci_028,cell_D,7,CO2,CO,6392,-0.2297,27476,0,PLIED,10.9297
sci_028,cell_D,8,CO2,CO,6392,-0.6914,32678,0,PLIED,10.7031
sci_028,cell_D,9,CO2,CO,6392,-1.1055,36190,0,PLIED,10.5078
sci_028,cell_D,10,CO2,CO,6392,-0.6357,31485,0,PLIED,11.1016
sci_028,cell_D,11,CO2,CO,6392,-1.3037,37724,0,PLIED,10.4609
sci_028,cell_D,12,CO2,CO,6392,-1.6709,40832,0,vess,10.3906
sci_028,cell_D,13,CO2,CO,6392,1.9375,6820,0,laug,9.8672
sci_028,cell_D,14,CO2,CO,6392,0.6924,17432,0,laug,10.3359
sci_028,cell_D,15,CO2,CO,6392,0.938,14932,0,CURI,10.2656
sci_028,cell_D,16,CO2,CO,6392,4.0898,572,0,hott,8.8672
sci_028,cell_D,17,CO2,CO,6392,7.8477,10,0,Syrac,9.1094
sci_028,cell_D,18,CO2,CO,6392,11.4219,0,1,CO,11.4219
sci_028,cell_D,19,CO2,CO,6392,11.8203,0,1,CO,11.8203
sci_028,cell_D,20,CO2,CO,6392,13.1719,0,1,CO,13.1719
sci_028,cell_D,21,CO2,CO,6392,13.2656,0,1,CO,13.2656
sci_028,cell_D,22,CO2,CO,6392,14.1094,0,1,CO,14.1094
sci_028,cell_D,23,CO2,CO,6392,13.9766,0,1,CO,13.9766
sci_028,cell_D,24,CO2,CO,6392,14.2266,0,1,CO,14.2266
sci_028,cell_D,25,CO2,CO,6392,13.375,0,1,CO,13.375
sci_028,cell_D,26,CO2,CO,6392,13.0781,0,1,CO,13.0781
sci_028,cell_D,27,CO2,CO,6392,12.1719,0,1,CO,12.1719
sci_028,cell_D,28,CO2,CO,6392,13.1484,0,1,CO,13.1484
sci_028,cell_D,29,CO2,CO,6392,12.8438,0,1,CO,12.8438
sci_028,cell_D,30,CO2,CO,6392,14.2734,0,1,CO,14.2734
sci_028,cell_D,31,CO2,CO,6392,17.0625,0,1,CO,17.0625
sci_031,cell_B,0,electromagnetic radiation,electromagnetic,19302,2.3828,6475,0,amsbsy,13.0625
sci_031,cell_B,1,electromagnetic radiation,electromagnetic,19302,2.8203,4421,0,bserver,10.4219
sci_031,cell_B,2,electromagnetic radiation,electromagnetic,19302,3.4062,2426,0,,10.4141
sci_031,cell_B,3,electromagnetic radiation,electromagnetic,19302,2.7305,4640,0,,10.3125
sci_031,cell_B,4,electromagnetic radiation,electromagnetic,19302,3.5566,2086,0,fraid,9.5703
